run_id,run_dir,result_json,target_rescore_json,trace_jsonl,architecture,dataset,dataset_label,system_label,listed_in_runs_md,is_internal_shard,is_full_eval,is_mini_eval,is_exploratory_name,analysis_tier,eval_set,fixture,eval_queries_requested,eval_queries_completed,eval_queries_failed,top_k,trace_top_k,parser_max_facts,has_target_rescore,has_trace,has_qa_metrics,trace_has_query_level_qa,benchmark_ndcg,benchmark_mrr,benchmark_recall_at_k,qa_f1_generated,qa_bleu1_generated,qa_f1_top1,qa_f1_concat3,qa_em_generated,qa_f1_no_stopwords,raw_queries,raw_zero_target_cases,raw_top1_hit_rate,raw_hit_rate_at_k,raw_recall_at_k,raw_mrr,raw_ndcg,raw_micro_recall_at_k,source_queries,source_zero_target_cases,source_top1_hit_rate,source_hit_rate_at_k,source_recall_at_k,source_mrr,source_ndcg,source_micro_recall_at_k,canonical_queries,canonical_zero_target_cases,canonical_top1_hit_rate,canonical_hit_rate_at_k,canonical_recall_at_k,canonical_mrr,canonical_ndcg,canonical_micro_recall_at_k,raw_vs_source_shared_queries,raw_vs_source_hit_flips,raw_vs_source_top1_flips,raw_vs_source_ndcg_changed,raw_vs_canonical_shared_queries,raw_vs_canonical_hit_flips,raw_vs_canonical_top1_flips,raw_vs_canonical_ndcg_changed,source_vs_canonical_shared_queries,source_vs_canonical_hit_flips,source_vs_canonical_top1_flips,source_vs_canonical_ndcg_changed
20260315T215224Z_longmemeval_mini35_retry4,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_memoryos\20260315T215224Z_longmemeval_mini35_retry4,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_memoryos\20260315T215224Z_longmemeval_mini35_retry4\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_memoryos\20260315T215224Z_longmemeval_mini35_retry4\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_memoryos\20260315T215224Z_longmemeval_mini35_retry4\trace.jsonl,memoryos,LongMemEval-S,LongMemEval-S,memoryos / transformed,False,False,False,True,True,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini35.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini35.fixture.json,35,35,0,60,60,,True,True,False,False,,,,,,,,,,35,0,0.4857142857142857,0.9714285714285714,0.9714285714285714,0.5819251158198525,0.6602161207277917,0.9722222222222222,35,0,0.4857142857142857,1.0,1.0,0.7101731601731601,0.7750042850762547,1.0,35,0,0.0,1.0,1.0,0.39441345190113664,0.5346926264251758,1.0,35,1,0,18,35,1,17,35,35,0,17,18
20260316T173945Z_longmemeval_full_followup,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_memoryos\20260316T173945Z_longmemeval_full_followup,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_memoryos\20260316T173945Z_longmemeval_full_followup\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_memoryos\20260316T173945Z_longmemeval_full_followup\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_memoryos\20260316T173945Z_longmemeval_full_followup\trace.jsonl,memoryos,LongMemEval-S,LongMemEval-S,memoryos / transformed,False,False,True,False,False,transfer_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.fixture.json,470,470,0,60,60,,True,True,False,False,,,,,,,,,,470,0,0.16595744680851063,0.3659574468085106,0.3588652482269504,0.20694796799282325,0.23064766071521803,0.37697516930022573,470,0,0.6638297872340425,0.9957446808510638,0.9946808510638298,0.789418992176528,0.8121105436975273,0.9943566591422122,470,0,0.4978723404255319,0.9936170212765958,0.9893617021276596,0.6815237750528146,0.7297848520542741,0.9887133182844243,470,296,234,407,470,297,312,468,470,1,78,110
20260313T171913Z_longmemeval_s_lexical_smoke80,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T171913Z_longmemeval_s_lexical_smoke80,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T171913Z_longmemeval_s_lexical_smoke80\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T171913Z_longmemeval_s_lexical_smoke80\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T171913Z_longmemeval_s_lexical_smoke80\trace.jsonl,native,LongMemEval-S,LongMemEval-S,lexical / all-minilm,False,False,False,True,True,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini80.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini80.fixture.json,74,74,0,60,60,5,True,True,True,True,0.27969070932075624,0.23901009580952026,0.533108108108108,0.051712031258403596,0.0326133914407132,0.04858907941005894,0.017363842006652908,0.0,0.045212859918742264,74,0,0.0,0.3918918918918919,0.3587837837837838,0.02593941451019767,0.08446210341716329,0.37755102040816324,74,0,0.20270270270270271,0.581081081081081,0.533108108108108,0.23901009580952026,0.27969070932075624,0.5306122448979592,44,30,0.3409090909090909,0.6818181818181818,0.6515151515151515,0.39486237223454346,0.44479198171099094,0.64,74,14,15,30,44,19,15,35,44,5,0,15
20260313T172942Z_longmemeval_s_lexical_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T172942Z_longmemeval_s_lexical_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T172942Z_longmemeval_s_lexical_full\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T172942Z_longmemeval_s_lexical_full\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T172942Z_longmemeval_s_lexical_full\trace.jsonl,native,LongMemEval-S,LongMemEval S,lexical / all-minilm,True,False,True,False,False,native_full_primary,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.fixture.json,470,470,0,60,60,5,True,True,True,True,0.3069292777437627,0.30086848879512695,0.5718794326241134,0.05162721986513806,0.035339292156576545,0.047698091530807674,0.02611809223625246,0.0,0.04650513095627976,470,0,0.0,0.597872340425532,0.48996453900709214,0.0822070771237617,0.15435622856453315,0.4683972911963883,470,0,0.2404255319148936,0.7042553191489361,0.5718794326241134,0.30086848879512695,0.30692927774376266,0.5496613995485328,332,138,0.34036144578313254,0.7801204819277109,0.7106927710843373,0.4210050036631192,0.45575156533609834,0.6864406779661016,470,50,113,259,332,68,113,277,332,18,0,158
parallel_ingest_smoke,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\parallel_ingest_smoke,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\parallel_ingest_smoke\result.json,,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\parallel_ingest_smoke\trace.jsonl,native,LongMemEval-S,LongMemEval-S,lexical / all-minilm,False,False,False,True,True,mini,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini80.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini80.fixture.json,10,10,0,20,20,5,False,True,True,True,0.2931959749235439,0.2611111111111111,0.4,0.042577030812324924,0.026666666666666665,0.041955514014337544,0.01580495513652802,0.0,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260313T185031Z_longmemeval_s_ollama_full_guarded_w8_np16\trace.jsonl,native,LongMemEval-S,LongMemEval S,ollama / all-minilm,True,False,True,False,False,native_full_primary,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.fixture.json,470,470,0,60,60,5,True,True,True,True,0.3379556209509768,0.3426449665274346,0.5962765957446808,0.05580089928393035,0.039146480461932164,0.052406766842556386,0.025438645683895318,0.0,0.04967229284727832,470,0,0.0,0.597872340425532,0.47482269503546093,0.09183791864050136,0.15717493720091932,0.4345372460496614,470,0,0.274468085106383,0.7468085106382979,0.5962765957446808,0.3426449665274346,0.33795562095097675,0.5711060948081265,332,138,0.3885542168674699,0.9066265060240963,0.8572791164658635,0.48196553799357494,0.5309163807033515,0.8456659619450317,470,70,129,301,332,78,129,309,332,8,0,158
ollama_probe_mini5_b16_w16_np16,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_probe_mini5_b16_w16_np16,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_probe_mini5_b16_w16_np16\result.json,,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_probe_mini5_b16_w16_np16\trace.jsonl,native,LongMemEval-S,LongMemEval-S,ollama / all-minilm,False,False,False,True,True,mini,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.fixture.json,1,1,0,20,20,5,False,True,True,True,1.0,1.0,1.0,0.31578947368421056,0.2,0.4,0.017316017316017316,0.0,0.3529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama_probe_mini5_b64_w8_np16,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_probe_mini5_b64_w8_np16,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_probe_mini5_b64_w8_np16\result.json,,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_probe_mini5_b64_w8_np16\trace.jsonl,native,LongMemEval-S,LongMemEval-S,ollama / all-minilm,False,False,False,True,True,mini,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.fixture.json,1,1,0,20,20,5,False,True,True,True,1.0,1.0,1.0,0.31578947368421056,0.2,0.4,0.017316017316017316,0.0,0.3529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama_smoke_mini5_b16_w1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w1\result.json,,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w1\trace.jsonl,native,LongMemEval-S,LongMemEval-S,ollama / all-minilm,False,False,False,True,True,mini,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.fixture.json,5,5,0,20,20,5,False,True,True,True,0.42262943855309165,0.4666666666666667,0.5,0.136687306501548,0.08285714285714285,0.132361673414305,0.02061296191730974,0.0,0.15058823529411763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama_smoke_mini5_b16_w4,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w4,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w4\result.json,,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w4\trace.jsonl,native,LongMemEval-S,LongMemEval-S,ollama / all-minilm,False,False,False,True,True,mini,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.fixture.json,5,5,0,20,20,5,False,True,True,True,0.42262943855309165,0.4666666666666667,0.5,0.136687306501548,0.08285714285714285,0.132361673414305,0.02061296191730974,0.0,0.15058823529411763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama_smoke_mini5_b16_w4_guarded,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w4_guarded,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w4_guarded\result.json,,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_b16_w4_guarded\trace.jsonl,native,LongMemEval-S,LongMemEval-S,ollama / all-minilm,False,False,False,True,True,mini,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.fixture.json,5,5,0,20,20,5,False,True,True,True,0.42262943855309165,0.4666666666666667,0.5,0.136687306501548,0.08285714285714285,0.132361673414305,0.02061296191730974,0.0,0.15058823529411763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama_smoke_mini5_w4,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_w4,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_w4\result.json,,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini5_w4\trace.jsonl,native,LongMemEval-S,LongMemEval-S,ollama / all-minilm,False,False,False,True,True,mini,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini5.fixture.json,5,5,0,20,20,5,False,True,True,True,0.42262943855309165,0.4666666666666667,0.5,0.136687306501548,0.08285714285714285,0.132361673414305,0.02061296191730974,0.0,0.15058823529411763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama_smoke_mini80_b16_w4_guarded,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini80_b16_w4_guarded,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini80_b16_w4_guarded\result.json,,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\ollama_smoke_mini80_b16_w4_guarded\trace.jsonl,native,LongMemEval-S,LongMemEval-S,ollama / all-minilm,False,False,False,True,True,mini,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini80.eval.json,eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.mini80.fixture.json,10,10,0,20,20,5,False,True,True,True,0.2886852807234542,0.2533333333333333,0.4,0.042577030812324924,0.026666666666666665,0.049197371256194784,0.014908237603606645,0.0,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260314T013728Z_longmemeval_s_ollama_bge_m3_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260314T013728Z_longmemeval_s_ollama_bge_m3_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260314T013728Z_longmemeval_s_ollama_bge_m3_full\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260314T013728Z_longmemeval_s_ollama_bge_m3_full\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260314T013728Z_longmemeval_s_ollama_bge_m3_full\trace.jsonl,native,LongMemEval-S,LongMemEval S,ollama / bge-m3,True,False,True,False,False,native_full_primary,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.eval.json,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/longmemeval/longmemeval_s_cleaned.paperlite.noabs.fixture.json,470,439,31,60,60,5,True,True,True,True,0.3329734772490522,0.32628683309471673,0.6175018982536068,0.05284452207050791,0.03643235908625619,0.056164184841678774,0.027095914481839838,0.0,0.0464636505526351,439,0,0.0,0.6195899772209568,0.5037965072133637,0.08158870488330221,0.15519951282645775,0.47348951911220716,439,0,0.255125284738041,0.7608200455580866,0.6175018982536068,0.32628683309471673,0.3329734772490522,0.6017262638717632,299,140,0.3745819397993311,0.9230769230769231,0.881716833890747,0.4749564250199899,0.5325859267325865,0.8764845605700713,439,62,112,276,299,67,112,281,299,5,0,144
20260314T201109Z_longmemeval_s_ollama_mxbai_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260314T201109Z_longmemeval_s_ollama_mxbai_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260314T201109Z_longmemeval_s_ollama_mxbai_full\result.resume_full.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260314T201109Z_longmemeval_s_ollama_mxbai_full\target_rescore.resume_full.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval\20260314T201109Z_longmemeval_s_ollama_mxbai_full\trace.resume_full.jsonl,native,LongMemEval-S,LongMemEval S,ollama / mxbai-embed-large,True,False,True,False,False,native_full_primary,.\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.eval.json,.\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.fixture.json,470,470,0,60,60,5,True,True,True,True,0.36117898636870216,0.39264053471649424,0.5315602836879432,0.05793189343195111,0.0400183249829993,0.05594056978173784,0.024859615787671343,0.0,0.051378849640470084,470,0,0.0,0.41914893617021276,0.32673758865248226,0.0960712173561844,0.13377191454171503,0.29909706546275394,470,0,0.32340425531914896,0.6957446808510638,0.5315602836879432,0.39264053471649424,0.36117898636870216,0.518058690744921,332,138,0.4578313253012048,0.9367469879518072,0.9062248995983936,0.5548300632100469,0.6014896920850208,0.9006342494714588,470,130,152,311,332,131,152,312,332,1,0,154
